property,value,unit,cmp_ids,cmp_mole_fractions
Enthalpy of mixing,0.4588369504792109,kJ/mol,"[11.0, 6.0, 60.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.6676827718145096,kJ/mol,"[29.0, 64.0, 72.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.199651996872357,kJ/mol,"[48.0, 6.0, 42.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0834858818074422,kJ/mol,"[6.0, 58.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.3707307338038776,kJ/mol,"[45.0, 28.0, 48.0, 77.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3651799733957815,kJ/mol,"[64.0, 38.0, 53.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.131771949529305,kJ/mol,"[12.0, 48.0, 72.0, 24.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9999424908687145,kJ/mol,"[12.0, 6.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.3395494303904043,kJ/mol,"[11.0, 29.0, 14.0, 64.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.621411969555915,kJ/mol,"[34.0, 53.0, 23.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.0881398489302796,kJ/mol,"[11.0, 64.0, 72.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.5494472469422715,kJ/mol,"[12.0, 14.0, 50.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7720141019880306,kJ/mol,"[12.0, 72.0, 38.0, 24.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8810096122134196,kJ/mol,"[11.0, 6.0, 64.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1753478145907819,kJ/mol,"[48.0, 64.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.4737336411001332,kJ/mol,"[79.0, 6.0, 53.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.3963447123337285,kJ/mol,"[38.0, 67.0]","[0.4, 0.6]"
Enthalpy of mixing,0.6439780573328825,kJ/mol,"[12.0, 13.0, 48.0, 64.0, 72.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3779525481020317,kJ/mol,"[12.0, 2.0, 72.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.0959327617146295,kJ/mol,"[28.0, 47.0, 38.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.3441045665911905,kJ/mol,"[12.0, 48.0, 72.0, 27.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.6001247480818467,kJ/mol,"[6.0, 72.0, 3.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.947429286214731,kJ/mol,"[41.0, 53.0]","[0.6, 0.4]"
Enthalpy of mixing,0.8988991133060059,kJ/mol,"[13.0, 48.0, 38.0, 53.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3116852484833605,kJ/mol,"[76.0, 41.0, 50.0, 53.0, 73.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0051100508136916,kJ/mol,"[48.0, 3.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9858435582515952,kJ/mol,"[12.0, 14.0, 72.0, 53.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1403793851928624,kJ/mol,"[75.0, 48.0, 44.0, 53.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7515452497834659,kJ/mol,"[75.0, 35.0, 53.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.0975824538819144,kJ/mol,"[16.0, 28.0, 72.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.4182233707499184,kJ/mol,"[53.0, 8.0, 27.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9226545621365474,kJ/mol,"[29.0, 48.0, 53.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.0071128155163566,kJ/mol,"[76.0, 78.0, 74.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5371167627145227,kJ/mol,"[48.0, 6.0, 34.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.6439401299890435,kJ/mol,"[14.0, 34.0, 38.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.929182870869704,kJ/mol,"[6.0, 19.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.7546966920253801,kJ/mol,"[11.0, 14.0, 6.0, 34.0, 72.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3510200310931168,kJ/mol,"[4.0, 6.0, 59.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.0215016703251289,kJ/mol,"[28.0, 31.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.0309205274059362,kJ/mol,"[14.0, 64.0, 34.0, 53.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1313801904517984,kJ/mol,"[12.0, 58.0, 72.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-1.3009565678180215,kJ/mol,"[67.0, 21.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.0761910858605148,kJ/mol,"[79.0, 53.0, 8.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-1.703633629916378,kJ/mol,"[45.0, 48.0, 74.0, 71.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1619249100770285,kJ/mol,"[48.0, 7.0, 60.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.8265223579736355,kJ/mol,"[12.0, 11.0, 41.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0986236466663468,kJ/mol,"[11.0, 48.0, 64.0, 72.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.4782686299096448,kJ/mol,"[45.0, 28.0, 6.0, 74.0, 0.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.408423183642538,kJ/mol,"[28.0, 6.0, 67.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.0697750633194592,kJ/mol,"[12.0, 2.0, 48.0, 14.0, 6.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3114760213922317,kJ/mol,"[28.0, 6.0, 74.0, 61.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.391479123592245,kJ/mol,"[11.0, 44.0, 38.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5238729577810385,kJ/mol,"[12.0, 13.0, 14.0, 6.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.788123944777364,kJ/mol,"[12.0, 35.0, 14.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.143832824371022,kJ/mol,"[12.0, 2.0, 14.0, 6.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1130718704112579,kJ/mol,"[13.0, 48.0, 6.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9152929215780812,kJ/mol,"[11.0, 14.0, 34.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.6902903608985551,kJ/mol,"[6.0, 72.0, 62.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.538399822437472,kJ/mol,"[8.0, 60.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.5795928264487452,kJ/mol,"[15.0, 21.0]","[0.8, 0.2]"
Enthalpy of mixing,0.062948589881063,kJ/mol,"[4.0, 6.0, 39.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.6126425246130046,kJ/mol,"[28.0, 6.0, 38.0, 61.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0693455802067711,kJ/mol,"[72.0, 7.0, 23.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.6290933438499511,kJ/mol,"[28.0, 6.0, 74.0, 38.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.2001558331227342,kJ/mol,"[22.0, 38.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.2887978309192072,kJ/mol,"[45.0, 28.0, 48.0, 74.0, 61.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3326577474853399,kJ/mol,"[28.0, 48.0, 74.0, 38.0, 7.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.4668800893209493,kJ/mol,"[12.0, 48.0, 72.0, 3.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7486449297356624,kJ/mol,"[35.0, 72.0, 8.0, 27.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3714752537088949,kJ/mol,"[70.0, 38.0, 53.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-2.558542504869263,kJ/mol,"[37.0, 21.0]","[0.5, 0.5]"
Enthalpy of mixing,1.3636943680429416,kJ/mol,"[14.0, 6.0, 53.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4472475947967315,kJ/mol,"[11.0, 60.0]","[0.4, 0.6]"
Enthalpy of mixing,-0.143841463525339,kJ/mol,"[14.0, 67.0, 53.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.4246818822059204,kJ/mol,"[35.0, 14.0, 6.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.6922626375242807,kJ/mol,"[12.0, 48.0, 53.0, 7.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.4321559169759852,kJ/mol,"[75.0, 42.0, 38.0, 73.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.9203453953962408,kJ/mol,"[75.0, 48.0, 59.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,1.218973021966055,kJ/mol,"[12.0, 11.0, 29.0, 48.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.2053098368957975,kJ/mol,"[4.0, 48.0, 71.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.167670961787837,kJ/mol,"[45.0, 28.0, 48.0, 6.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.184946606298649,kJ/mol,"[72.0, 38.0, 24.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.123018939790794,kJ/mol,"[12.0, 67.0, 27.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8798178451158823,kJ/mol,"[11.0, 6.0, 67.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.1391543312195327,kJ/mol,"[19.0, 72.0, 60.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.4776857437237045,kJ/mol,"[4.0, 48.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.2557608561822195,kJ/mol,"[12.0, 11.0, 14.0, 72.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7174429902754675,kJ/mol,"[2.0, 6.0, 53.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-1.1231180815109505,kJ/mol,"[38.0, 54.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.3999466849740496,kJ/mol,"[11.0, 48.0, 6.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2804248571212251,kJ/mol,"[13.0, 14.0, 72.0, 38.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.1593160987701776,kJ/mol,"[48.0, 6.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.9631313906707012,kJ/mol,"[35.0, 48.0, 14.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.0979500375550478,kJ/mol,"[6.0, 71.0]","[0.2, 0.8]"
Enthalpy of mixing,-0.0410965488030366,kJ/mol,"[48.0, 38.0, 26.0, 54.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.7460459270785217,kJ/mol,"[11.0, 64.0, 44.0, 72.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3368274094540255,kJ/mol,"[2.0, 53.0, 73.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.177414552186237,kJ/mol,"[12.0, 70.0, 72.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.2660946565865432,kJ/mol,"[12.0, 79.0, 53.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.1220150582352355,kJ/mol,"[75.0, 12.0, 19.0, 50.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1726944088185946,kJ/mol,"[12.0, 70.0, 53.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.1868722779006478,kJ/mol,"[11.0, 35.0, 48.0, 38.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9056751003804842,kJ/mol,"[75.0, 12.0, 11.0, 35.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3808330250897004,kJ/mol,"[48.0, 63.0, 72.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.2345678662279225,kJ/mol,"[76.0, 12.0, 48.0, 41.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.169056326272467,kJ/mol,"[13.0, 64.0, 72.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.817807971518912,kJ/mol,"[28.0, 72.0, 80.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.6756335166332403,kJ/mol,"[14.0, 38.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3449835890818779,kJ/mol,"[6.0, 38.0, 53.0, 8.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.7425158067454541,kJ/mol,"[12.0, 11.0, 35.0, 6.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.5711238788226276,kJ/mol,"[48.0, 8.0, 23.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.4052883329344046,kJ/mol,"[12.0, 48.0, 6.0, 62.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.193725189570237,kJ/mol,"[28.0, 6.0, 5.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1013451463683176,kJ/mol,"[6.0, 64.0, 8.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.3935823329735022,kJ/mol,"[12.0, 2.0, 6.0, 64.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1613966008464837,kJ/mol,"[75.0, 19.0, 38.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5608091555372883,kJ/mol,"[76.0, 65.0, 48.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.1981985131267229,kJ/mol,"[29.0, 23.0]","[0.6, 0.4]"
Enthalpy of mixing,0.6550102381957943,kJ/mol,"[14.0, 50.0, 27.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.1981301916236028,kJ/mol,"[4.0, 6.0, 55.0, 74.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-4.8037301463104765,kJ/mol,"[75.0, 39.0, 54.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,1.5099657016898576,kJ/mol,"[11.0, 29.0, 14.0, 6.0, 64.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.6478724813899235,kJ/mol,"[6.0, 3.0, 38.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.010456704795904,kJ/mol,"[10.0, 48.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1569465742340159,kJ/mol,"[25.0, 48.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.9510399181534368,kJ/mol,"[76.0, 48.0, 41.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.7676739419790279,kJ/mol,"[4.0, 6.0, 74.0, 66.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0020465331057011,kJ/mol,"[35.0, 14.0, 72.0, 38.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.0425152752330519,kJ/mol,"[74.0, 38.0, 67.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.4449851715868682,kJ/mol,"[4.0, 6.0, 77.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.020062848510813,kJ/mol,"[51.0, 74.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,1.3129600678091788,kJ/mol,"[12.0, 6.0, 53.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,0.0275486727587982,kJ/mol,"[4.0, 48.0, 61.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4409054966809034,kJ/mol,"[75.0, 76.0, 50.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.9326837568203749,kJ/mol,"[6.0, 55.0, 38.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.7882163399400804,kJ/mol,"[12.0, 48.0, 14.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8904945725289799,kJ/mol,"[12.0, 13.0, 23.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-0.560359369432339,kJ/mol,"[48.0, 72.0, 54.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2019139046792559,kJ/mol,"[48.0, 6.0, 53.0, 8.0, 7.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.0160728661406686,kJ/mol,"[6.0, 64.0, 72.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-1.3614937018343156,kJ/mol,"[68.0, 28.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3706166905875104,kJ/mol,"[12.0, 11.0, 19.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.4782161261499158,kJ/mol,"[12.0, 2.0, 6.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.7289838927355154,kJ/mol,"[51.0, 38.0]","[0.5, 0.5]"
Enthalpy of mixing,-0.526823162029772,kJ/mol,"[68.0, 38.0, 21.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.2862237477290973,kJ/mol,"[11.0, 48.0, 38.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.406633337850338,kJ/mol,"[64.0, 53.0, 8.0, 60.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0622743430542409,kJ/mol,"[45.0, 40.0]","[0.5, 0.5]"
Enthalpy of mixing,0.3641449191116643,kJ/mol,"[12.0, 48.0, 44.0, 53.0, 8.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.112616200539836,kJ/mol,"[76.0, 29.0]","[0.6, 0.4]"
Enthalpy of mixing,1.292824117275667,kJ/mol,"[12.0, 64.0, 8.0, 27.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9208828881885012,kJ/mol,"[12.0, 35.0, 64.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.1198777492960843,kJ/mol,"[12.0, 34.0, 72.0, 38.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.8390082774650093,kJ/mol,"[12.0, 11.0, 29.0, 14.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3282273076353831,kJ/mol,"[45.0, 25.0, 48.0, 6.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.6514387980436922,kJ/mol,"[28.0, 6.0, 59.0, 21.0, 31.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.3900261633266647,kJ/mol,"[48.0, 17.0]","[0.6, 0.4]"
Enthalpy of mixing,0.461446309364953,kJ/mol,"[34.0, 72.0, 38.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.6651177335236613,kJ/mol,"[12.0, 72.0, 67.0, 60.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,1.594070926035536,kJ/mol,"[12.0, 2.0, 14.0, 50.0, 27.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.5158566786156429,kJ/mol,"[6.0, 58.0, 72.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,-0.1367243694227811,kJ/mol,"[55.0, 74.0, 38.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-1.5185553602252966,kJ/mol,"[28.0, 67.0, 21.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.0110104247953424,kJ/mol,"[44.0, 53.0, 27.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,1.4888091321305543,kJ/mol,"[3.0, 38.0, 23.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.5836975388815976,kJ/mol,"[30.0, 48.0, 74.0, 38.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9205239920774028,kJ/mol,"[2.0, 14.0, 53.0, 27.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.0145264902235438,kJ/mol,"[12.0, 48.0, 6.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.290744164066773,kJ/mol,"[48.0, 63.0, 23.0]","[0.33333333333333337, 0.33333333333333337, 0.33333333333333337]"
Enthalpy of mixing,0.3712824661437876,kJ/mol,"[6.0, 72.0, 7.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5821266252020152,kJ/mol,"[4.0, 20.0]","[0.4, 0.6]"
Enthalpy of mixing,-1.346373535366895,kJ/mol,"[45.0, 48.0, 74.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.5618363614369647,kJ/mol,"[68.0, 48.0, 21.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,-0.1811380487333755,kJ/mol,"[79.0, 6.0, 53.0, 8.0, 60.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9985975573444036,kJ/mol,"[12.0, 48.0, 14.0, 50.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.2920244685889645,kJ/mol,"[51.0, 28.0, 74.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.4589741404431416,kJ/mol,"[68.0, 4.0, 6.0, 38.0, 54.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.7118009806377213,kJ/mol,"[68.0, 45.0, 28.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,-0.5204893186443067,kJ/mol,"[48.0, 72.0, 74.0, 7.0, 21.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.1794897703330935,kJ/mol,"[48.0, 6.0, 71.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,-0.3764061638619526,kJ/mol,"[12.0, 19.0, 72.0]","[0.2, 0.6, 0.2]"
Enthalpy of mixing,-1.3303895303370967,kJ/mol,"[20.0, 74.0]","[0.5, 0.5]"
Enthalpy of mixing,1.6842286466479812,kJ/mol,"[12.0, 2.0, 48.0, 14.0, 64.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.3214782646994006,kJ/mol,"[65.0, 48.0, 38.0, 31.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,1.1656814579736392,kJ/mol,"[11.0, 48.0, 19.0, 64.0, 38.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.5442817785266874,kJ/mol,"[12.0, 29.0, 72.0, 53.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-0.2080145283574984,kJ/mol,"[76.0, 41.0, 60.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.786991448209715,kJ/mol,"[38.0, 24.0, 53.0, 8.0, 23.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,0.9723415594454592,kJ/mol,"[11.0, 48.0, 64.0, 72.0, 53.0]","[0.2, 0.2, 0.2, 0.2, 0.2]"
Enthalpy of mixing,-4.166972886636933,kJ/mol,"[75.0, 42.0, 54.0]","[0.6, 0.2, 0.2]"
Enthalpy of mixing,0.3216553439034843,kJ/mol,"[15.0, 4.0, 38.0, 21.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.0428467581440062,kJ/mol,"[72.0, 38.0, 24.0, 53.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.5621352285051984,kJ/mol,"[75.0, 76.0, 70.0, 38.0]","[0.25, 0.25, 0.25, 0.25]"
Enthalpy of mixing,0.4911997677330736,kJ/mol,"[2.0, 14.0, 38.0]","[0.2, 0.2, 0.6]"
Enthalpy of mixing,0.2907710412803159,kJ/mol,"[58.0, 72.0, 60.0, 23.0]","[0.25, 0.25, 0.25, 0.25]"
